sample_id,PC1,PC2,class
0,3.1323571868725795,0.08139708860149229,1
1,1.1683849899342529,-1.4159958565124195,1
2,2.2989006364395594,1.0345725231976188,1
3,4.641904889400142,0.29979423956037715,1
4,0.6708953724442694,1.437267461358811,1
5,3.2684081434733936,-0.9293744254362428,1
6,2.094481917464803,-0.5870629933550753,1
7,1.9064881409645393,-0.08463071499701895,1
8,2.0129073906363777,-1.5274754035905422,1
9,2.7231069332243996,-0.6678876459854899,1
10,3.0980143869269776,-0.563437762126693,1
11,0.9751024805633252,-1.6750110889075052,1
12,1.5462905471902746,-1.1671898108190197,1
13,2.9024432218373013,-1.409810311022419,1
14,4.427341630251993,-1.3156427971245799,1
15,2.370336395507742,-1.0602467975931265,1
16,2.436066050252172,-0.07539940393757401,1
17,1.9916802554687858,-0.38652186083170365,1
18,4.152904851462224,-1.4169129585647273,1
19,2.0432004132428156,0.6571645047394243,1
20,2.748388355379128,-0.1574228850219922,1
21,0.697444387721882,1.7885822292851947,1
22,1.5516058042232799,0.11653595903187346,1
23,0.4967298935733428,0.022860250555266783,1
24,0.7249597213941973,0.8041934232347909,1
25,0.4379871010108901,2.2347210165970877,1
26,1.3801912989143115,0.008269260267333663,1
27,0.13788462626127834,-1.302203237121381,1
28,1.5834390622707875,0.5068032287817561,1
29,1.4451790091238963,-0.5700446367513992,1
30,2.173595751144344,0.21463724489752606,1
31,2.658448897450245,-0.7487404627809964,1
32,0.4835383652544083,-0.7348828797068259,1
33,1.5898559707452447,-0.4988401360121501,1
34,0.6976929591297886,-0.25388728169681724,1
35,1.3668916600662833,0.5436167346849319,1
36,0.7750599736157351,-0.47132180654456823,1
37,0.1500237100586077,-0.8503632255287575,1
38,0.025761620569150476,-1.704131241593837,1
39,2.8724681460247674,1.2503226688988078,1
40,2.4161812824671762,0.24233659989488154,1
41,0.2951586791980623,0.7344939979822122,1
42,3.069945537273655,0.36625586269997695,1
43,0.28422834925096935,1.3636302314729176,1
44,1.4689087692873044,0.1507875863543981,1
45,1.6098530939320095,1.2838969739206134,1
46,2.6540134250259304,0.7848717604441102,1
47,2.626829806259551,-0.28811302756623963,1
48,1.8912483049499305,-0.24391141583897635,1
49,3.2378636695604386,-0.897461090938629,1
50,2.660077860091522,-1.446737346027532,1
51,2.265076012150858,-0.46363432708113395,1
52,3.7691111968425672,-0.3906743429482829,1
53,2.2502770019355656,-0.5435256583408266,1
54,1.9622257909241203,-0.6339630376467628,1
55,2.385747516389802,0.3333087756195149,1
56,2.814775335117451,-0.2693225555198178,1
57,2.0592580196120496,-0.2455579976564089,1
58,3.404691549233993,-0.2731248857122336,1
59,-3.7255004669601455,-4.3455305406020255,2
60,-3.4628533659179115,-2.797877909147905,2
61,-2.768162479776855,-2.4636130435545027,2
62,-1.5732375448678544,-2.3926487823758404,2
63,0.48554996229502123,-0.3495260171549642,2
64,-2.7139383660130387,-1.3458351418849726,2
65,-0.3954155591931644,-0.6678435777246213,2
66,0.8076450081047182,-1.300319584201299,2
67,-1.4469314027055904,-0.8825864189818686,2
68,-2.1383422761074327,-2.108714700878892,2
69,-0.3885455417826386,-1.709086570946177,2
70,-3.1554986584706652,-1.246137752175382,2
71,0.32348784048971035,0.8844654020205949,2
72,-1.839848947628581,-0.04071408340767512,2
73,1.504800245142356,1.8969735852222456,2
74,0.24012396996505964,0.2659504752947534,2
75,-2.9190110110080263,-2.047504369338213,2
76,-1.4562114790052416,-2.5699375289452813,2
77,-2.9551581372931603,-0.07714654149209667,2
78,-0.6114171925997273,-1.7039745133716775,2
79,-0.8165129477997957,2.188854966793325,2
80,-1.8756126837194764,-1.0321359119016653,2
81,-0.4458796648262024,-0.2953943783920191,2
82,-2.801178951130689,-0.1701111518325832,2
83,-2.8318376490534765,1.007275761108564,2
84,-0.7312472274754676,0.7270176906027714,2
85,-1.3268264493203632,-0.895963924256717,2
86,-3.032717713200583,-0.5976743908302101,2
87,-2.6738785741076576,0.8322505417263851,2
88,-2.7664823121435127,0.5963128198741892,2
89,-2.784215894093868,0.5529643863949288,2
90,-3.3793087846868333,-0.5589034107946669,2
91,-3.2387489931305886,0.002643090103164333,2
92,-3.568886941158829,-0.6373921573120723,2
93,-1.1699975684666668,0.8851523483552421,2
94,-0.83209197210039,0.07072807229463875,2
95,0.8359404771825177,-0.10373817173494992,2
96,-1.95703240596556,0.3757742545523142,2
97,-1.168936694600459,-1.1486687242510747,2
98,0.988030121761968,-0.16228124207024935,2
99,-0.6531750424239162,0.8242366865888456,2
100,-1.2877744307272576,-1.315863098138558,2
101,-2.704591799674933,-1.3522225346621062,2
102,-1.2381006356905062,1.7309589968250165,2
103,-2.816301179943639,-0.3959332946427869,2
104,-1.4017747932315077,0.10204012817647885,2
105,-3.096144146010281,1.508723754383089,2
106,-2.065550985583013,-0.07365767024612734,2
107,-2.9638850044489295,0.17274771564028132,2
108,-1.7986684372812212,0.19204438368500762,2
109,-0.04102339289038187,1.594154209391005,2
110,0.10224160390485056,2.3627363497381593,2
111,-1.8491831309715945,0.8249026478348254,2
112,-2.441773220939871,0.5221289035480249,2
113,-2.4500807981472885,-0.29614235324697075,2
114,-1.9690183384027733,1.0776565104423965,2
115,-2.6987416763575878,-0.435489445200628,2
116,-2.4860928283092503,0.23325299316486037,2
117,-2.01547814911368,0.4422497211053025,2
118,-3.3939956838269776,-0.409390762677137,2
119,-2.4910032893479954,1.080101196445011,2
120,-0.39867745174954133,1.9947385934518302,2
121,1.6413358412506713,4.442557173381117,2
122,-1.9630056051098799,3.707676757876014,2
123,-0.8342911263283205,3.4940696853980713,2
124,0.09676478230839992,3.9476568130618443,2
125,-1.5346171565279065,1.3051116833086416,2
126,-0.8223901018000384,1.3540038400185408,2
127,-2.789446699825177,2.290794767746445,2
128,-2.142068431861307,1.3676627139999005,2
129,-2.71143380656252,2.081533765578891,2
